datetime,username,content,Sentimen,clean_teks
2022-12-30 22:40:11+00:00,InvesJamurJabon,investasi resto kuliner joeragan paling diminati saat ini prospektif dan potensial join,3,investasi resto kuliner joeragan minat prospektif potensial join 
2022-12-30 20:40:10+00:00,InvesJamurJabon,ingin punya usaha kuliner paling potensial saat ini kami mengusung konsep kuliner sehathigienishalal amp nikmat,3,usaha kuliner potensial usung konsep kuliner sehathigienishalal amp nikmat 
2022-12-30 20:15:57+00:00,FacktaWaw,tahukah anda kuliner orang sunda jawa barat sebanyak  persennya berbahan tumbuhtumbuhan natgeo,3,tahu kuliner orang sunda jawa barat persen bahan tumbuhtumbuhan natgeo 
2022-12-30 19:06:39+00:00,nurlisaulfa,di malioboro tuh orang bukan bisnis kuliner  tp bisnis jualan tempat sewa buat dagang gak usah heran kalo makanan di sana rasanya zonk lha wong mereka emang gak niat jualan makanan hehehe mangkanya masaknya asalan  tobat dah pedagang modelan gitu,4,malioboro tuh orang bisnis kuliner bisnis jual sewa dagang heran makan zonk lha emang niat jual makan hehehe masak asal tobat dagang model 
2022-12-30 18:47:00+00:00,ursunxine,ih sebenernya di gedung kuliner tu ada tpi kebanyakan jamet nongki disitu hft,4,ih sebenernya gedung kuliner banyak jamet nongki situ hft 
2022-12-30 18:40:33+00:00,Imamthamyiz,kuliner tengah malam nasi lidah sapi dan karena enak baru kali ini bisa makan lidah sapi tanpa membayangkan bentuk lidah sapi yang asli,3,kuliner malam nasi lidah sapi enak kali makan lidah sapi bayang bentuk lidah sapi asli 
2022-12-30 17:59:51+00:00,punyaelnoel,"aku usul tapi sakdurung'e nyuwun ngapunten nek usul ku iki salah utowo kurang berkenan ide"" terkait beberapa kegiatan diatas menurutku wes cukup mewadahi mulai dari kuliner hingga ragam hiburan dan iku isoh bertambah ketika kegiatan iki wes berjalan",4,usul sakdurunge nyuwun ngapunten nek usul ku salah utowo kenan ide kait giat atas turut wadah kuliner ragam hibur iku isoh tambah giat jalan 
2022-12-30 17:52:37+00:00,redfoxnotes,coba kepoin akun darihaltekehalte banyak rekomendasi kuliner dekat stasiun krl mrt lrt dan halte transjak,3,coba poin akun darihaltekehalte rekomendasi kuliner stasiun krl mrt lrt halte transjak 
2022-12-30 17:15:53+00:00,HanggaraSoesant,anw perform kan u dah jago keknya selain gadis motor u punya referensi musik dan jajanan yg saik bisa diexplore ga harus main musik u bs kek vj yg rekomen musik kalo kuliner juga ok tuh apalagi deyumyum mau cao kan itu sepengamatan owe ya,3,anw perform jago kayak gadis motor referensi musik jajan saik diexplore main musik vj rekomen musik kuliner ok tuh deyumyum cao kamat owe ya 
2022-12-30 16:54:55+00:00,armada_berita,pemko medan gelar street food festival di malam pergantian tahun sajikan  kuliner,3,pemko medan gelar street food festival malam ganti saji kuliner 
2022-12-30 16:54:55+00:00,armada_berita,gelaran wisata kuliner yang digelar pemko medan kurang menarik karena makanan yang dijual rasanya kurang pas dilidahku,4,gelar wisata kuliner gelar pemko medan tarik makan jual pas lidah 
2022-12-30 16:29:45+00:00,fipun_,dari hi bisa ke blok m kalo ga hujan bisa mampir ke taman martha tiahahu jalan keliling melawai ke m bloc coba kuliner sekitar situ rekomendasinya cobain japanese foodramen futago yahaka dimsumgultik,3,hi blok m hujan mampir taman martha tiahahu jalan keliling lawa m bloc coba kuliner situ rekomendasi cobain japanese foodramen futago yahaka dimsumgultik 
2022-12-30 15:55:31+00:00,KabarBanten72,wisata kuliner kota serang banten cocok dinikmati saat tahun baru  ada nasi sumsum dan empal daging,3,wisata kuliner kota serang banten cocok nikmat nasi sumsum empal daging 
2022-12-30 15:55:31+00:00,KabarBanten72,usaha warung makan susah susah gampang karena kalo makanan ga sering ga habis jadi rugi bandar,4,usaha warung makan susah susah gampang makan habis rugi bandar 
2022-12-30 15:50:50+00:00,zoelfick,ini salah satu menu kuliner paling diburu pengguna kereta api akhirakhir ini,3,salah menu kuliner buru guna kereta api akhirakhir 
2022-12-30 15:46:26+00:00,dmrsuka,cara memasak kupat tahu magelang  jakarta bogor depok tangerang bekasi kuliner foods vlog,3,masak kupat magelang jakarta bogor depok tangerang bekas kuliner foods vlog 
2022-12-30 15:43:18+00:00,RumaJamurBDG,"olahan kuliner jamur lezat ini hanya bs anda nikmati di cafe amp resto ""rumah jamur"" kamisiap dilaunching april",3,olah kuliner jamur lezat nikmat cafe amp resto rumah jamur kamisiap dilaunching april 
2022-12-30 15:31:23+00:00,NRETWIT,monggo makan mie jowo   kuliner makan lampung palembang jambi bengkulu medan riau aceh batam media,3,monggo makan mie jowo kuliner makan lampung palembang jambi bengkulu medan riau aceh batam media 
2022-12-30 15:29:52+00:00,waktunamakan,momen benerserunya itu pada saat pandemic covid sudah mulai mereda dan akhirnya bisa keliling jalanjalan sekalian hunting kuliner lagi di makassar btw semua hasilnya sudah kushare juga di  yah,3,momen benerserunya pandemic covid reda keliling jalanjalan hunting kuliner makassar omong omong hasil kushare yah 
2022-12-30 15:29:52+00:00,waktunamakan,dalam usaha kuliner rasa paling utama kalo rasanya aja udah ga enak varian kurang menarik gimana mau banyak pelanggan,4,usaha kuliner utama enak varian tarik langgan 
2022-12-30 15:11:56+00:00,noe_roelz,ada festival fish market launching pasar ikan bersih tp kayaknya pas itu masih anyep aja sampe kemudian  kayaknya ada gelaran festival fish market dengan topik ikan bakar khas kampung mandar kalau fish market sebelumnya fokus ke ikan segar kali ini fokusnya ke kuliner,3,festival fish market launching pasar ikan bersih kayak pas anyep kayak gelar festival fish market topik ikan bakar khas kampung mandar fish market fokus ikan segar kali fokus kuliner 
2022-12-30 15:03:07+00:00,AboutTNG,jumat malam rasa akhir pekan warga memanfaatkan libur akhir tahun kulineran ke kawasan kuliner pasar lama,3,jumat malam pekan warga manfaat libur kuliner kawasan kuliner pasar 
2022-12-30 14:57:16+00:00,najlaelchoir,se jompo itukah aku sampe jalan keliling mall teparrr bgtt dan ngebosenin  kaya dalam hati mending kuliner aja deh drpada ngemall wkwkwkwk,4,jompo jalan keliling mall teparrr bgtt bosan kaya hati mending kuliner deh drpada ngemall wkwkwkwk 
2022-12-30 14:45:12+00:00,adelz_faith,"menjajal kuliner amp jalan terbaru yang belum pernah gue rasakan sebelumnya bareng mz  di sekitar jakarta pusat ketahui lebih dalam daerah tempat tinggalmu guys
addmybeer",3,jajal kuliner amp jalan baru rasa bareng mas jakarta pusat tahu daerah tinggal guys addmybeer 
2022-12-30 14:33:28+00:00,FaktanyaGoogle,tahukah anda bahwa ada sekitar  restoran dan toko yang menyajikan kuliner indonesia di belanda,3,tahu restoran toko saji kuliner indonesia belanda 
2022-12-30 14:33:28+00:00,FaktanyaGoogle,aku pernah coba makan di sana tapi menurutku rasanya kureng banget makanannya udah ga anget dan rasanya udah mau basi ,4,coba makan turut reng banget makan hangat basi 
2022-12-30 14:33:28+00:00,fwueu,restoran makanan di jogja namanya aja bagus tapi pelayanannya kurang banget tempatnya bau sampah makanan udah mau basi masih disajiin,4,restoran makan jogja nama bagus layan banget tempat bau sampah makan basi disajiin 
2022-12-30 14:01:47+00:00,fwueu,gang nikmat paling wajib kalo ke bdg ga jauh dr situ ada seroja bake tp in general cihapit bnyk kuliner sii terus warung kopi purnama enak buat nongkrong ato imah babaturan makanannya homy  ini mungkin membantu sorry i got excited lol,3,gang nikmat wajib bandung situ seroja bake in general cihapit kuliner sii warung kopi purnama enak nongkrong ato imah babaturan makan homy bantu sorry i got excited tawa 
2022-12-30 14:01:09+00:00,McDonalds_Iran,dari dulu gw selalu ngebayangin kalo ke thailand bareng temen tuh pasti seruuu banget di sana juga pada murah dan super lucu barangnya kuliner oke banget dan pemandangan juga cakep phuket yg paling famous terus liat storynya acipa iri sangattt ingin sekali,3,bayang thailand bareng temen tuh seruuu banget murah super lucu barang kuliner oke banget pandang cakep phuket famous lihat storynya acipa iri sangattt 
2022-12-30 13:58:12+00:00,fortunerputih,ya allah tahun depan boleh ngga minta partner kuliner ibadah traveling bareng tapi versi halal aja,3,ya allah partner kuliner ibadah traveling bareng versi halal 
2022-12-30 13:53:24+00:00,detikcom,"foto parahyangan warung sunda bogor di sentul dapat jadi rekomendasi traveler untuk menikmai kuliner yang enak murah dan kenyang begini potretnya

foto putu intandetikcom",3,foto parahyangan warung sunda bogor sentul rekomendasi traveler menikmai kuliner enak murah kenyang potret foto putu intandetikcom 
2022-12-30 13:53:24+00:00,detikcom,hati hati saat kulineran di pinggir jalan perhatikan juga kebersihan penyajian makanannya biar ga sakit perut,4,hati hati kuliner pinggir jalan hati bersih saji makan biar sakit perut 
2022-12-30 13:43:17+00:00,RumaJamurBDG,mau tau gurihnya bisnis kuliner keripik jamur baca disini yuk    insyaallah bermanfaat,3,tau gurih bisnis kuliner keripik jamur baca yuk insyaallah manfaat 
2022-12-30 13:43:17+00:00,RumaJamurBDG,semua makanan yang penyajiannya kurang bersih disebut makanan prindapan sama netizen indonesia,4,makan saji bersih makan prindapan netizen indonesia 
2022-12-30 13:31:54+00:00,putrichita,btw kuliner jatim lebih cocok di lidah gue dibanding jogja dan jateng ini pendapat pribadi loh yaaaaaaa karena setiap visit ke daerah jatim belum ada yang gagal rasanya,4,omong omong kuliner jatim cocok lidah banding jogja jawa dapat pribadi loh yaaaaaaa visit daerah jatim gagal 
2022-12-30 13:30:37+00:00,pemko_medan,pemko medan gelar street food festival di malam pergantian tahun baru  kuliner dihadiri untuk manjakan lidah pengunjung,3,pemko medan gelar street food festival malam ganti kuliner hadir manja lidah kunjung 
2022-12-30 13:27:20+00:00,shioMounyet,"dan gue slh satunya wkt itu gue ngrasa bahagia ketika single pokokny enak bgt
duit pegang sndiri dompet sll ada isiny puny bnyk temen sebulan sekali pijet reflexi meni pedi kuliner vacation ngasih duit ke sodara dan ortu bhkan tetangga yg ga mampu
tp stlh nikah nol",3,salah satu ngrasa bahagia single pokok enak banget duit pegang dompet sll isiny temen bulan pijat reflexi meni pedi kuliner libur duit saudara ortu bhkan tetangga nikah nol 
2022-12-30 13:25:49+00:00,vieluvyouu,jujur w baru tau kuliner ginian wkwk banyakan main di genteng jd gatau daerah lain gmn,4,jujur tau kuliner ginian wkwk banyak main genteng tau daerah 
2022-12-30 13:27:20+00:00,shioMounyet,usaha kuliner biasanya hanya rame pas masih baru aja sisanya sepi,4,usaha kuliner ramai pas sisa sepi 
2022-12-30 13:20:45+00:00,jennisagmacade2,hubungi  griya marketer menyelenggarakan workshop online marketing  di malang workshop cara pasarkan barang online di malang workshop cara memasarkan kuliner online di malang workshop pemasaran produk melalui internet di malang,3,hubung griya marketer lenggara workshop online marketing malang workshop pasar barang online malang workshop pasar kuliner online malang workshop pasar produk internet malang 
2022-12-30 13:19:06+00:00,afifahamandaa,"enaknya jajan jajanan pasar di daerah jawa adalah ada baceman tahu amp tempe

siapa pencetus baceman 
tolong jadikan pakar kuliner",3,enak jajan jajan pasar daerah jawa bacem amp tempe cetus bacem tolong jadi pakar kuliner 
2022-12-30 13:13:17+00:00,RumaJamurBDG,cafe rumah jamur sudah di launching lokasi di jl sirnarasa nocimahi all kuliner jamur ada disiniyummy,3,cafe rumah jamur launching lokasi jalan sirnarasa nocimahi all kuliner jamur disiniyummy 
2022-12-30 13:11:44+00:00,boy_shampy,"bomat soal makanan yang penting makan karena lidah ini cuma bisa kata ""enak"" dan ""kenyang""

tapi makanan w tiap hari cuma itu"" aja karena mager berburu kuliner dan faktor perdompetan v",4,bomat makan makan lidah enak kenyang makan mager buru kuliner faktor dompet v 
2022-12-30 13:06:44+00:00,Sam__690,hari jisun pernah nyoba nonton ria sw nyoba doang nggak tak lanjutin nggak tau kenapa kadang nonton ken n grat anak kuliner separuh aku lemak tp yg selalu ditonton hari jisun,4,jisun soba nonton ria sw soba lanjutin tau kadang nonton ken n grat anak kuliner paruh lemak tonton jisun 
2022-12-30 13:00:54+00:00,MotivaHarian,pengen bisnis kuliner bakso mie sosis roti sambal es krim dll  ikuti trainingnya di setiap bulan klik,3,bisnis kuliner bakso mie sosis roti sambal es krim lain ikut trainingnya klik 
2022-12-30 13:00:51+00:00,HalsDemigod91,hello jogja capek banget seharian saatnya manjain lidah  kasih gw rekomen kuliner yang enak moots,3,hello jogja capek banget hari manja lidah kasih rekomen kuliner enak moots 
2022-12-30 13:00:51+00:00,HalsDemigod91,pengen coba beli makanan di depan kantor tapi liat cara masaknya bikin ga mood,4,coba beli makan kantor lihat masak bikin mood 
2022-12-30 12:59:16+00:00,infodhaharjogja,"belum lama ini dapat rekomendasi kuliner seafood area jogja kota otw banter nihh
bisa pilih sendiri ikan yg mau dimasakin bumbunya gak nanggung dan remasuk sampe kedalem citarasa nusantara yg sayang kalo dilewatin",3,rekomendasi kuliner seafood area jogja kota jalan banter nihh pilih ikan dimasakin bumbu nanggung remasuk dalem citarasa nusantara sayang dilewatin 
2022-12-30 12:53:36+00:00,N0prEt,stasiun cirebon terkenal dengan kuliner nya nasi jamblangsebagai salah satu kota waliwisata di kota cirebon banyak bernuansa religi dengan semboyan kota berintan bersih indah tentramdan aman ayo ikutan kuis     ayonaikkereta,3,stasiun cirebon kenal kuliner nya nasi jamblangsebagai salah kota waliwisata kota cirebon nuansa religi semboyan kota intan bersih indah tentramdan aman ayo ikut kuis ayonaikkereta 
2022-12-30 12:48:47+00:00,medianekita,malam tahun baru  bingung mau kemana yuk tahun baruan ala kuliner kauman di semarang ramaikan guys,3,malam bingung mana yuk baru ala kuliner  semarang ramai guys 
2022-12-30 12:48:47+00:00,medianekita,hilang selera makan gara gara liat cara masaknya yang kumuh banget,4,hilang selera makan gara gara lihat masak kumuh banget 
2022-12-30 12:42:32+00:00,JemberNetwork,"rujak soto paling enak di banyuwangi inilah  rekomendasi wisata kuliner khas kota gandrung
banyuwangi wisata kuliner",3,rujak soto enak banyuwangi rekomendasi wisata kuliner khas kota gandrung banyuwangi wisata kuliner 
2022-12-30 12:41:18+00:00,BikinLaparMata,kuliner bogor taman kencana dan sekitarnya adalah surganya menikmati ayam bakar dengan minum sop buah nikmat,3,kuliner bogor taman kencana surga nikmat ayam bakar minum sop buah nikmat 
2022-12-30 12:29:33+00:00,aboutmalangcom,warung tahu telor yang enak untuk wisata kuliner di malang raya rasanya nampol,3,warung telor enak wisata kuliner malang raya nampol 
2022-12-30 12:29:14+00:00,Yummycubitcake,jagoan kuliner emang tempatnyacnjyuk,4,jago kuliner emang tempatnyacnjyuk 
2022-12-30 12:27:38+00:00,helmuz,suka kasian sama orang yg punya usaha kuliner klo lagi sepi bahan makanannya klo kelamaan bisa busuk,4,suka kasih orang usaha kuliner sepi bahan makan busuk 
2022-12-30 12:13:17+00:00,RumaJamurBDG,telah hadir rumajamur all about kuliner jamur is herebento jamurnuggetsosissiomayburgerdll semua yummy,3,hadir rumajamur all about kuliner jamur is herebento jamurnuggetsosissiomayburgerdll yummy 
2022-12-30 12:13:17+00:00,RumaJamurBDG,enak sih kulineran street food tapi kalo diliat liat makanannaya udah ga higenis udah kena asap motor semua,4,enak sih kuliner street food lihat makanannaya higenis kena asap motor 
2022-12-30 12:13:17+00:00,RumaJamurBDG,belum lagi jajanan pingir jalan yang ga ditutup pasti banyak lalat diatasnta bikin parno sakit perut,4,jajan pingir jalan tutup lalat diatasnta bikin parno sakit perut 
2022-12-30 12:10:28+00:00,newobenkkembang,om sudah ada aplikasi wisata di solo kah klo blm ada niatan bikin aplikasi wisata kota solo jadi klo mau wisata di kota solo cukup dengan aplikasi saja wisata alam kuliner dan lain lain gak perlu buka google,3,om aplikasi wisata solo kah niat bikin aplikasi wisata kota solo wisata kota solo aplikasi wisata alam kuliner buka google 
2022-12-30 12:09:58+00:00,sidhila,manifestingspaintrip sbg penyuka makanan amp bahasa spanyol yg pelafalannya sedikit mirip bhsa indo aku pgn bgt visitspain utk belajar bahasa amp cicip kuliner di san sebastian yg dnobatkan sbg kota tujuan utama gastronomi mau coba pintxos di old town plus cromlech d arzak resto,3,manifestingspaintrip suka makan amp bahasa spanyol lafal bhsa indonesia banget visitspain ajar bahasa amp cicip kuliner san sebastian dnobatkan kota tuju utama gastronomi coba pintxos old town plus cromlech d arzak resto 
2022-12-30 12:08:36+00:00,mynameis_Andaru,di jogja itu yg jual kuliner steak bnyk juga harganya juga bervariasi yg di pinggir jalan bisa bersaing dgn yg di restauran besardi mall kapan mau icip deh,3,jogja jual kuliner steak harga variasi pinggir jalan saing restauran besardi mall icip deh 
2022-12-30 12:03:28+00:00,KabarBanten72,unik instagenik bikin angguk kepala  tempat kuliner di tangerang cocok quality time malam tahun baru,3,unik instagenik bikin angguk kepala kuliner tangerang cocok kualitas malam 
2022-12-30 11:58:35+00:00,sweet_potattoo,orang kalo ke batam even sendirian mungkin bakal pengen cobain kuliner sekitar hotel gue cuma pengen diem dikamar perkara disini sendirian karna ga ada suami jd mager aja gitu hahaha kzl bgt dengan kebucinan ini,4,orang batam even cobain kuliner hotel diem kamar perkara suami mager hahaha kzl banget kebucinan 
2022-12-30 12:03:28+00:00,KabarBanten72,jajan kerang atau makanan sea food memang harus pilih pilih banget nanti kalo pengolahannya salah atu cucinya kurang bersih malah bikin sakit perut dan keracunan,4,jajan kerang makan sea food pilih pilih banget olah salah satu cuci bersih bikin sakit perut racun 
2022-12-30 11:40:44+00:00,Ahmadsarifuddi8,yok belajar bareng mixue itu brand impor mereka masuk ke industri perdagangan bagian kuliner di indonesia wajib dong ngurus sertifikasi halal,4,yok ajar bareng mixue brand impor masuk industri dagang kuliner indonesia wajib urus sertifikasi halal 
2022-12-30 11:28:00+00:00,HudaInna,iya kadan bisnis di england emang udah disiapkan buat netada aku pernah baca keluarganya punya byk bisnis dan ortunya net tau netlebih tertarik ke kuliner mknya bisnis keluarga makanan di thailand dan dluar negri disiapkan buat net,3,iya kad bisnis england emang siap netada baca keluarga bisnis ortunya net tau netlebih tarik kuliner bisnis keluarga makan thailand dluar negeri siap net 
2022-12-30 11:26:14+00:00,JemberNetwork,"makanan ini tak ada di daerah lain berikut  rekomendasi kuliner khas lumajang yang layak dicoba saat libur tahun baru
lumajang kuliner tahunbaru",3,makan daerah rekomendasi kuliner khas lumajang layak coba libur lumajang kuliner tahunbaru 
2022-12-30 11:22:37+00:00,sbyfess,rek aku mau st date sama crushku di surabaya please kasih rekomendasi date seru di surabaya kayak museum date kuliner dll pokok jangan di mall ya rek hehehe sama kalau bisa kasih review dari kalian ya terima kasih,4,rek st tanggal crushku surabaya mohon kasih rekomendasi tanggal seru surabaya museum tanggal kuliner lain pokok mall ya rek hehehe kasih tinjau ya terima kasih 
2022-12-30 11:21:16+00:00,mapaybandungcom,tempat kuliner paling enak dan instagramable di bandung cocok buat nongkrong di malam tahun baru,3,kuliner enak instagramable bandung cocok nongkrong malam 
2022-12-30 11:21:16+00:00,mapaybandungcom,pernah diajak temen makan disana tapi menurutku rasanya biasa aja,4,ajak temen makan sana turut 
2022-12-30 11:13:19+00:00,RumaJamurBDG,mau mencicipi gurihnya penghasilan di bisnis kuliner tapi ga bisa jualan hubungi kami untuk mendapatkan tip's n trik'nya_,3,cicip gurih hasil bisnis kuliner jual hubung tips n triknya_ 
2022-12-30 11:12:03+00:00,aboutmalangcom,nasi goreng pak dji kuliner porsi jumbo dengan rasa maknyus di dekat stasiun malang,3,nasi goreng dji kuliner porsi jumbo maknyus stasiun malang 
2022-12-30 11:12:03+00:00,aboutmalangcom,niatnya beli makan malam yang anget anget eh yang dateng malah makanan dingin yang hampir basi,4,niat beli makan malam hangat hangat eh makan dingin basi 
2022-12-30 11:12:03+00:00,BedahResto,usaha kuliner harus lebih sabar diawal soanya balik modalnya lama,4,usaha kuliner sabar awal soanya modal 
2022-12-30 11:00:30+00:00,BedahResto,"salah satu kunci sukses bisnis kuliner adalah fokus pada sistem training dan kaderisasi staf yang berkesinambungan dan terprogram

bisniskuliner onlinefooddelivery kemitraan umkm",3,salah kunci sukses bisnis kuliner fokus sistem training kaderisasi staf sinambung program bisniskuliner onlinefooddelivery mitra umkm 
2022-12-30 10:56:27+00:00,sbyfess,rek tolong rekomendasi no kuliner nang jogja dong mumpung nang kene seng paling khas wes ndang tak enteni aku luwe,3,rek tolong rekomendasi nomor kuliner nang jogja mumpung nang kene seng khas buru enten luwe 
2022-12-30 10:54:46+00:00,ssefnum,rl halo yang di jakarta besok belum tau mau kemana tahun baruan ada yang mau bareng gak entah wisata kuliner atau jalan aja kemana aku sendirian di kos bingung banget  pronounsku sheher ayo jadi temen ngebolang,3,rl halo jakarta besok tau mana baru bareng wisata kuliner jalan mana kos bingung banget pronounsku sheher ayo temen ngebolang 
2022-12-30 10:48:57+00:00,sambatanbanget,"kalo ditanya kuliner enak di jogja dimana tu mendadak ngeblank selama di jogja jarang banget wisata kuliner 
ada rekomendasi",4,kuliner enak jogja mana dadak ngeblank jogja jarang banget wisata kuliner rekomendasi 
2022-12-30 10:48:09+00:00,lifeisaisyah,ibu gua dan gengnya udah kesini iya dia punya grup kuliner wkwkwk trs b aja mending saung rempah katanya wkwk,4,geng kesini iya grup kuliner wkwkwk bb mending saung rempah wkwk 
2022-12-30 10:41:15+00:00,BikinLaparMata,ayam bakar mas mono kelezatannya sudah sangat terkenal di antara para penikmat kuliner ada yang sudah pernah coba,3,ayam bakar mas mono lezat kenal nikmat kuliner coba 
2022-12-30 10:37:35+00:00,ArrahulKemal,kunjungi juga freddies salah satu objek wisata kota sabangdengan kuliner khas aceh,3,kunjung freddies salah objek wisata kota sabangdengan kuliner khas aceh 
2022-12-30 10:31:47+00:00,Lobstergirang,alah festival kuliner isine podo kek wingi,4,alah festival kuliner isi podo wing 
2022-12-30 10:37:35+00:00,ArrahulKemal,dibanding usaha yang lain usaha kuliner butuh effort lebih untuk mulai,4,banding usaha usaha kuliner butuh effort 
2022-12-30 10:30:10+00:00,faisakurnia,"gimana pada ngiler nggak nihsurabaya adalah surganya kuliner hits dengan harga murah so kalau main ke surabaya kayanya perlu libur diet dulu deh hehe
komen yuk kalian paling pingin coba ke mana dulu nih

ikutan polling juga ya next mau thread apalagi nih",3,iler nihsurabaya surga kuliner hits harga murah main surabaya kaya libur diet deh hehe komen yuk coba nih ikut polling ya next thread nih 
2022-12-30 10:30:04+00:00,faisakurnia,"auto gagal diet  ini  rekomendasi kuliner hits di surabaya yang bikin nagih 

yuk save retweet dan like",3,auto gagal diet rekomendasi kuliner hits surabaya bikin nagih yuk save retweet like 
2022-12-30 10:30:04+00:00,faisakurnia,di daerah sini banyak banget pesaing usaha kuliner yang berlaku curang,4,daerah banget saing usaha kuliner laku curang 
2022-12-30 10:24:27+00:00,mace_lord,"bandung  batagor merupakan salah satu kuliner khas bandung yang juga menjadi favorit batagor merupakan singkatan dari 'bakso tahu goreng' yang merujuk pada bahan dan cara membuat batagor
kai 
ayonaikkereta",3,bandung batagor salah kuliner khas bandung favorit batagor singkat bakso goreng rujuk bahan batagor kai ayonaikkereta 
2022-12-30 10:23:24+00:00,gedibhal,aku sengaja sebulan maksimal  kali biar tetep jadi kuliner wah,3,sengaja bulan maksimal kali biar kuliner 
2022-12-30 10:18:41+00:00,sunflwrra,enjoy bang ini kuliner paling khas dan asli bandung,3,enjoy bang kuliner khas asli bandung 
2022-12-30 10:16:11+00:00,PolsekPresisi,"bhabinkamtibmas desa gelgel kecamatan  klungkung kabupaten klungkung aipda i made sutama bersenergi dgn babinsa peltu kt yasa melaksanakan kegiatan sambang  kunjungan ke salah satu usaha kuliner restorant dian songket milik bpk kt  murtika
polripresisi",3,bhabinkamtibmas desa gelgel camat klungkung kabupaten klungkung aipda i made sutama bersenergi babinsa peltu yasa laksana giat sambang kunjung salah usaha kuliner restorant dian songket milik murtika polripresisi 
2022-12-30 10:15:22+00:00,Bakmijawa627,lihat acara kuliner kenapa paling sreg emg jamanya pak bondan reviewnya emg paling mak nyus,3,lihat acara kuliner sreg emang jaman bondan reviewnya emang mak cus 
2022-12-30 10:15:22+00:00,Bakmijawa627,keliatanya aja enak padahal aslinya udah mau basi tu makanan,4,enak asli basi makan 
2022-12-30 10:10:08+00:00,ValentinaBatik,kuliner khas thailand yang mendunia nomor  viral di indonesia,3,kuliner khas thailand dunia nomor viral indonesia 
2022-12-30 10:10:08+00:00,ValentinaBatik,tempat makan skurang nyaman jadi makan nggak enak,4,makan skurang nyaman makan enak 
2022-12-30 09:59:32+00:00,faisakurnia,"gimana pada ngiler nggak nihsurabaya adalah surganya kuliner hits dengan harga murah so kalau main ke surabaya kayanya perlu libur diet dulu deh hehe
komen yuk kalian paling pingin coba ke mana dulu nih

ikutan polling juga ya next mau thread apalagi nih",3,iler nihsurabaya surga kuliner hits harga murah main surabaya kaya libur diet deh hehe komen yuk coba nih ikut polling ya next thread nih 
2022-12-30 09:59:20+00:00,Bamus_betawi,kuliner ketan unti dan maknanya bagi masyarakat kampung tugu,3,kuliner ketan unti makna masyarakat kampung tugu 
2022-12-30 09:31:55+00:00,papaAntar,infokuliner  kuliner khas thailand yang mendunia nomor  viral di indonesia,3,infokuliner kuliner khas thailand dunia nomor viral indonesia 
2022-12-30 09:29:07+00:00,kompascom,ada  rekomendasi kuliner malam di yogyakarta yang wajib dikunjungi saat jalanjalan di sana pilihan menunya beragam dan harganya bervariasi,3,rekomendasi kuliner malam yogyakarta wajib kunjung jalanjalan pilih menu ragam harga variasi 
2022-12-30 09:29:07+00:00,kompascom,porsi makan mie ayamnya dikit banget ngga bikin kenyang,4,porsi makan mie ayam banget bikin kenyang 
2022-12-30 09:08:32+00:00,twit_artis,kuliner khas thailand yang mendunia nomor  viral di indonesia,3,kuliner khas thailand dunia nomor viral indonesia 
2022-12-30 09:07:02+00:00,aboutmalangcom,asli lezatnya  rekomendasi tahu campur enak di malang yang cocok jadi menu kuliner mengisi perut,3,asli lezat rekomendasi campur enak malang cocok menu kuliner isi perut 
2022-12-30 09:07:02+00:00,aboutmalangcom,harga ngga sebanding sama yang didapat terlalu overprice,4,harga banding overprice 
2022-12-30 09:07:02+00:00,aboutmalangcom,makanan udah di review blogger belum tentu enak nyatanya kemarin pas dicoba rasanya biasa aja,4,makan tinjau blogger enak kemarin pas coba 
2022-12-30 09:04:36+00:00,SoloMenfess,lurr  kuliner deket solo square atau di solo square nya apa aja ya yg enak atau ada recom makanan yg wajib di coba apa ga apa aja deh gausah yg kuliner khas solo jg gpp makasi,3,lurr kuliner solo square solo square nya ya enak recom makan wajib coba deh kuliner khas solo apa makas 
2022-12-30 08:54:51+00:00,kuspinasti1701,"bandung  batagor merupakan salah satu kuliner khas bandung yang juga menjadi favorit batagor merupakan singkatan dari 'bakso tahu goreng' yang merujuk pada bahan dan cara membuat batagor
kai 
ayonaikkereta",3,bandung batagor salah kuliner khas bandung favorit batagor singkat bakso goreng rujuk bahan batagor kai ayonaikkereta 
2022-12-30 08:54:38+00:00,tribunmedan,"malam tahun baru pemko medan gelar pesta rakyat hadirkan  stan kuliner dan undang  band lokal 
 
 via",3,malam pemko medan gelar pesta rakyat hadir stan kuliner undang band lokal via 
2022-12-30 08:54:38+00:00,tribunmedan,enak sih kulineran street food tapi kalo diliat liat makanannaya udah ga higenis udah kena asap motor semua,4,enak sih kuliner street food lihat makanannaya higenis kena asap motor 
2022-12-30 08:54:38+00:00,tribunmedan,brandingnya makanannya bagus banget tapi rasanya b aja,4,brandingnya makan bagus banget bb 
2022-12-30 08:32:23+00:00,nyidnyid,orang mah kalo ada orang tua  kalo ga penting penting amat lebih milih keluar bareng keluarga  karna enak kuliner dan jalan mulu  ini mah malah milih keluar ninggalin keluarga  dan mentingin yang lain dah lah cape,4,orang mah orang tua milih bareng keluarga enak kuliner jalan mulu mah milih ninggalin keluarga mentingin capek 
